id,course_name
2242,Mastering Data Analysis in Excel
2243,First Order Optical System Design
2244,Academic Discussions in English
2245,"Technology Commercialization, Part 1: Setting up your Idea Filtering System"
2246,Six Sigma Tools for Improve and Control
2247,Ignite Your Everyday Creativity
2248,"Ethics, Technology and Engineering"
2249,Techniques for Teaching Adjectives and Adjective Clauses
2250,"Career planning: Your career, your life"
2251,Data for Machine Learning
2252,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics
2253,Deep Learning in Computer Vision
2254,Essential Design Principles for Tableau
2255,Kinetics: Studying Spacecraft Motion
2256,Intercultural Management
2257,Principles of Corporate Finance �  A Tale of Value
2258,Basic Image Classification with TensorFlow
2259,American Contract Law II
2260,Database Management Essentials
2261,Introduction to Molecular Spectroscopy
2262,Trauma Emergencies and Care
2263,ICT in Primary Education: Transforming children's learning across the curriculum
2264,Politics and Economics of International Energy
2265,Magic in the Middle Ages
2266,3D Art and Audio Pipeline
2267,Public Policy Challenges of the 21st Century
2268,Systems Science and Obesity
2269,"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation"
2270,Marketing Management II
2271,Building on the SIR Model
2272,Moving to the Cloud
2273,Applying Data Analytics in Finance
2274,Introduction to Ordinary Differential Equations
2275,Introduction to Topic Modeling for Business
2276,Mountains 101
2277,"Revolutionary Ideas: Utility, Justice, Equality, Freedom"
2278,Developing Android Apps with App Inventor
2279,Strategic management: Be competitive
2280,Understanding Research Methods
2281,Digital transformation of megapolises: from zero to #1 in UN digital e-government ranking
2282,Introduction to Computer Programming
2283,Creativity Toolkit I: Changing Perspectives
2284,Automated Reasoning: Symbolic Model Checking
2285,Presentation skills:  Effective Presentation Delivery
2286,Lean Software Development
2287,Introduction to High-Throughput Materials Development
2288,Become a JavaScript Pro with these 7 Skills
2289,Introduction to Enterprise Resiliency
2290,Urgent Optimism: How to Turn Foresight into Action
2292,Design your own trading strategy � Culminating Project
2293,The Power of Macroeconomics: Economic Principles in the Real World
2294,Surviving Disruptive Technologies (On Demand)
2295,Networking in Google Cloud: Defining and Implementing Networks
2296,America's Unwritten Constitution
2297,Brand & Content Marketing
2298,Create a Google Video Ads Sequence Campaign
2299,Sustainable Fashion
2300,Managing Employee Compensation
2301,Performance Assessment in the Virtual Classroom
2302,Pro Tools Basics
2303,Programming for the Internet of Things Project
2304,Predictive Analytics for Business with H2O in R
2305,Sales Management
2306,AI Workflow: Business Priorities and Data Ingestion
2307,Big History - From the Big Bang until Today
2308,Create your first Java project using jGRASP
2309,Essentials for English Speeches and Presentations  ???????
2310,A Life of Happiness and Fulfillment
2312,Legal aspects of conducting business in Russia
2314,Building a Toolkit for Your Sales Process
2316,Building Classroom Community Using Flipgrid
2317,The entrepreneur's guide for beginners
2318,Homeland Security & Cybersecurity Connection - It's Not About the Terrorists
2319,3-Axis Machining with Autodesk Fusion 360
2320,SEL Capstone
2321,System Validation (3): Requirements by modal formulas
2322,Media ethics & governance
2323,The Manager's Toolkit: A Practical Guide to Managing People at Work
2324,Translation in Practice
2325,Foundations of Teaching for Learning: Learners and Learning
2326,Chicken Behaviour and Welfare
2327,Concurrent Programming in Java
2328,Building Machine Learning Pipelines in PySpark MLlib
2329,Basic System Programming on IBM Z
2330,Python Data Analysis
2331,Disability Awareness and Support
2332,Modern Art & Ideas
2334,Create a Mortgage Payment Calculator in Google Sheets
2335,Deploying Machine Learning Models
2336,Measuring Disease in Epidemiology
2337,Create a Home Affordability Worksheet in Google Sheets
2338,How To Create a Website in a Weekend! (Project-Centered Course)
2339,Leading Change in Health Informatics
2340,Cities are back in town : sociolog�a urbana para un mundo globalizado
2341,Fitting Statistical Models to Data with Python
2342,Corporate Strategy
2344,Fundamentals of Reinforcement Learning
2345,Learn Object Oriented Programming With C++
2346,Principles of fMRI 2
2347,Exploratory Data Analysis With Python and Pandas
2348,Population Health: Health & Health Behaviour
2350,Real-Time Embedded Systems Theory and Analysis
2351,"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation"
2352,Geographical Information Systems - Part 1
2353,Intro to Time Series Analysis in R
2354,Stochastic processes
2355,Financing for Startup Businesses
2357,Auditing II: The Practice of Auditing
2358,Innovation: From Creativity to Entrepreneurship Capstone
2359,Data Visualization and Dashboards with Excel and Cognos
2360,Speaking to persuade: Motivating audiences with solid arguments and moving language
2362,"Fundamentals of Financial Planning, with Goldman Sachs 10,000 Women"
2363,The Art of Vocal Production
2364,Dino 101: Dinosaur Paleobiology
2365,Mastering Software Development in R Capstone
2366,Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe
2367,Fundamentals of Project Planning and Management
2368,Advanced Competitive Strategy
2369,Supporting Parents of a Newborn Baby
2370,Pricing Strategy
2371,Sustainable Vikings:  Sustainability & Corporate Social Responsibility in Scandinavia
2372,Supply Market Analysis
2373,Bitcoin and Cryptocurrency Technologies
2374,Julia Scientific Programming
2375,Teach English Now! Lesson Design and Assessment
2376,Creating Advanced Reports with SAS Visual Analytics
2377,Introduction to Reinforcement Learning in Python
2378,Probabilistic Deep Learning with TensorFlow 2
2379,Multiplatform Mobile App Development with NativeScript
2380,Everyday Chinese Medicine
2381,Roman Architecture
2382,"Big Data, Artificial Intelligence, and Ethics"
2383,Principles of fMRI 1
2384,Analyze Stock Data using R and Quantmod Package
2385,Application of Health Equity Research Methods for Practice and Policy
2386,Getting Your Film off the Ground
2387,Building Modern Python Applications on AWS
2388,Android Graphics with OpenGL ES
2389,SQL Joins
2390,The Neuromarketing Toolbox
2391,Service Transformed: Lessons in U.S. Veteran Centered Care
2392,Agile Software Development
2393,Doing Business in Russia
2394,Finding Hidden Messages in DNA (Bioinformatics I)
2395,Chemical Biology
2396,Adapt your leadership style
2397,AWS Fundamentals: Going Cloud-Native
2398,Explorations in Confucian Philosophy
2399,Strategic Leadership and Management Capstone
2400,How to Change the World
2401,Supervised Learning: Regression
2402,Supervised Learning: Regression
2403,"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails"
2404,Introduction to Intel� Distribution of OpenVINO� toolkit for Computer Vision Applications
2405,Multi-Axis CNC Toolpaths
2406,Machine Learning With Big Data
2407,Computer Vision - Object Detection with OpenCV and Python
2408,New Technologies for Business Leaders
2409,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course)
2410,"Java Programming: Arrays, Lists, and Structured Data"
2411,"Java Programming: Arrays, Lists, and Structured Data"
2412,Recent Advances in Freeform Electronics
2413,Toxicology 21: Scientific Applications
2415,Writing and Editing: Revising
2416,Building R Packages
2417,Convolutional Neural Networks
2418,Algorithms on Strings
2419,Introduction to Psychology
2420,Linear Regression in R for Public Health
2421,Generating New Recipes using GPT-2
2422,Addiction Treatment: Clinical Skills for Healthcare Providers
2423,Think Again IV: How to Avoid Fallacies
2425,Writing Stories About Ourselves
2426,Unleashing the Impact of your Social Enterprise
2427,"Knowledge Exchange: Using, Protecting and Monetizing Ideas with Third Parties"
2429,Business Implications of AI: Full course
2430,Paleontology: Ancient Marine Reptiles
2431,Toward the Future of iOS Development with Swift
2432,Negotiation  Fundamentals
2434,The Factors that Influence the Effectiveness of Boards and the Governance Process
2435,Reclaiming the Street
2436,Collaborate on Files in Slack: Local & Google Drive Integrations
2437,Data Mining Project
2438,Behavioral Investing
2440,New Learning: Principles and Patterns of Pedagogy
2441,Introduction to Blockchain: Evolution and Technology Concepts
2442,Internet of Things: Multimedia Technologies
2443,Protecting the World: Introducing Corrosion Science and Engineering
2444,Introduction to Particle Accelerators (NPAP MOOC)
2446,ART of the MOOC: Activism and Social Movements
2447,Planning for your G Suite Deployment
2448,"Conversations That Inspire: Coaching Learning, Leadership and Change"
2449,The Raspberry Pi Platform and Python Programming for the Raspberry Pi
2450,Supply Chain Principles
2451,Business Analytics and Digital Media
2452,Ecology: from cells to Gaia
2453,Global Diplomacy � Diplomacy in the Modern World
2454,The GRC Approach to Managing Cybersecurity
2455,"Cannabis, Chronic Pain, and Related Disorders"
2456,Build Your First Android App (Project-Centered Course)
2457,Combinatorics and Probability
2458,Russian for beginners 2. ??????? ???? A1
2459,Interfacing with the Arduino
2460,"Protecting Public Health in a Changing Climate:  A Primer for City, Local, and Regional Action"
2461,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats"
2462,Introduction to Contemporary Geopolitics
2463,Bacteria and Chronic Infections
2464,Create Docker Container with Flask Seaborn Regression Plot App
2465,Cybersecurity Policy for Aviation and Internet Infrastructures
2466,Introduction to Front-end Development with ReactJS
2467,Image Classification with Amazon Sagemaker
2468,Predict Performance Using MA Forecasting in Google Sheets
2469,Inferential Statistics
2470,How To Land the Job You Want (Capstone Project)
2472,BIM Application for Engineers
2473,"Python: Imputations, Feature Creation & Statistical Analysis"
2474,How To Teach Us
2475,"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more"
2476,Model Thinking
2477,Electric Power Systems
2478,New Product Development For Small Businesses and Start-Ups
2479,Earth Economics
2480,Big Data Applications: Machine Learning at Scale
2481,Classification with Transfer Learning in Keras
2482,FinTech Disruptive Innovation: Implications for Society
2483,Data Visualization with Tableau Project
2484,User Experience Design � Creating User Profiles
2485,The Changing Global Order
2486,Feature Engineering
2487,Blockchain Platforms
2488,Transistor - Field Effect Transistor and Bipolar Junction Transistor
2492,Introduction to Android graphics
2493,3D Interaction Design in Virtual Reality
2494,Security & Safety Challenges in a Globalized World
2495,The Role of Global Capital Markets
2496,IBM IT Assessment: Identifying the Right Career for You!
2497,Transfer Learning for NLP with TensorFlow Hub
2498,Build NLP pipelines using scikit-learn
2499,Edit Your Photos for Social Media Marketing using PicsArt
2500,Designing the Organization
2501,"Energy, Environment, and Everyday Life"
2502,Biosphere 2 Science for the Future of Our Planet
2503,Maps and the Geospatial Revolution
2504,Business English: Management and Leadership
2505,Regression with Automatic Differentiation in TensorFlow
2507,Capstone Course: Start Up Your Fintech Future
2508,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems"
2509,University Admission Prediction Using Multiple Linear Regression
2510,Science Literacy
2511,Electrodynamics: In-depth Solutions for Maxwell�s Equations
2512,Seeking Investment Alpha
2513,Foundations for Interviewing with Confidence
2514,Getting Started with Google Classroom
2516,Building and analyzing linear regression model in R
2517,UI Design Capstone
2518,Customising your models with TensorFlow 2
2521,Exploring Quantum Physics
2522,TensorFlow for AI: Neural Network Representation
2523,Regression Modeling in Practice
2524,Approximation Algorithms Part I
2525,Fundraising and Development Foundations
2526,Career Decisions: From Insight to Impact
2527,Evaluating Problems
2528,Check Point Jump Start: SMB Network Security
2529,Business Opportunities and Risks in a Globalized Economy
2530,Accounting Analysis II: Accounting for Liabilities and Equity
2531,Introduction to Docker: Build Your Own Portfolio Site
2532,Build an App in Android Studio using Resources
2533,Explainable Machine Learning with LIME and H2O in R
2534,Valuation for Startups Using Discounted Cash Flows Approach
2535,"Programming Foundations with JavaScript, HTML and CSS"
2536,The Science of Training Young Athletes
2538,A Law Student's Toolkit
2539,Introduction to Applied Machine Learning
2540,Whole genome sequencing of bacterial genomes - tools and applications
2541,Pattern Discovery in Data Mining
2542,Logic for Economists
2543,Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R
2544,Physical Basics of Quantum Computing
2545,Introduction to CSS3
2546,Neural Network Visualizer Web App with Python
2547,Supply Chain Management Strategy
2548,Statistical Data Visualization in Python
2550,Site Reliability Engineering: Measuring and Managing Reliability
2551,Statistics with R Capstone
2552,Fundamentals of Rehearsing Music Ensembles
2553,Develop a Company Website with Wix
2554,Marketing: Customer Needs and Wants
2555,Population Health: Syndemics
2556,Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan
2557,Fundamentals of Engineering Exam Review
2558,Linear Regression with Python
2559,Demand Analytics
2560,Change Leadership: Strategic Route Analysis with Miro
2561,From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories
2562,Risk governance: Engage the board
2563,Design Thinking and Predictive Analytics for Data Products
2564,Deep Learning Inference with Azure ML Studio
2565,Project Management: Creating the WBS
2566,Approximation Algorithms
2567,Analyzing Video with OpenCV and NumPy
2568,Fundamentals of Parallelism on Intel Architecture
2569,Tinkering Fundamentals: Motion and Mechanisms
2570,Text Mining and Analytics
2571,Geodesign: Change Your World
2572,Design of High-Performance Optical Systems
2573,Introduction to PicsArt for Social Media Marketing
2575,Security Best Practices in Google Cloud
2576,Nursing Informatics Leaders
2577,Getting Started on Mainframe with z/OS Commands and Panels
2578,"Probability Theory, Statistics and Exploratory Data Analysis"
2580,Chemerinsky on Constitutional Law - The Structure of Government
2581,Nanophotonics and Detectors
2582,Image Denoising Using AutoEncoders in Keras and Python
2583,Introduction to Supply Chain Finance & Blockchain Technology
2584,Global Health Diplomacy
2585,"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors"
2586,Introductory Human Physiology
2587,Creating a Personal Site with Gatsby
2588,Discrete Math and Analyzing Social Graphs
2589,"Compare Inline, Internal, and External CSS"
2590,Data Visualization with Python
2591,Creating Interactive Learning Videos with Edpuzzle
2592,Introduction to Neurohacking In R
2593,Intro to Acoustics (Part 1)
2594,Financial Engineering and Risk Management Part II
2595,Cybersecurity Capstone:  Breach Response Case Studies
2596,Cybersecurity Capstone:  Breach Response Case Studies
2597,Mind of the Universe: Science in Progress
2598,Mathematical Game Theory
2599,Business Model Canvas
2600,Social Computing
2601,Capital Markets and Financial Institutions � How to Survive Them
2603,From Disease to Genes and Back
2604,Introduction into General Theory of Relativity
2605,"Managerial Accounting: Cost Behaviors, Systems, and Analysis"
2606,Investment Strategy
2607,Generate Synthetic Images with DCGANs in Keras
2608,Oceanography: a key to better understand our world
2609,Amazon DynamoDB: Building NoSQL Database-Driven Applications
2610,Causal Inference
2611,Language Classification with Naive Bayes in Python
2612,Analyzing Big Data with SQL
2614,Compare Stock Returns with Google Sheets
2615,Interpersonal Communication for Engineering Leaders
2616,Develop and Deploy Windows Applications on Google Cloud Platform
2617,"Solar Energy Codes, Permitting and Zoning"
2618,Impute Data to Forecast Demand in Google Sheets
2619,Animation for Game Development Using PyGame
2620,"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists"
2621,Brand and Product Management
2622,Unsupervised Machine Learning for Customer Market Segmentation
2623,Business Growth Strategy
2624,The Art of Negotiation
2625,The Art of Negotiation
2626,The Blues: Understanding and Performing an American Art Form
2627,Plastic electronics
2628,Get Organized: How to be a Together Teacher
2629,"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications"
2631,Advanced Algorithms and Complexity
2632,Reproducible Templates for Analysis and Dissemination
2633,Introduction to Faecal Sludge Management
2634,Teach English Now! Lesson Design and Assessment
2635,Digital Signal Processing 2: Filtering
2636,Drug Commercialization
2637,Introduction to Public Speaking
2638,Entrepreneurship Strategy: From Ideation to Exit
2639,AI Workflow: Data Analysis and Hypothesis Testing
2640,Medical Diagnosis using Support Vector Machines
2641,Bioinformatics Capstone: Big Data in Biology
2642,Guided Tour of Machine Learning in Finance
2643,Bonds and Fixed Income Mathematics
2645,Cognitive Solutions and RPA Analytics
2646,Mobile VR App Development with Unity
2647,The Ancient Greeks
2648,Leverage Google Finance Functions in Google Sheets
2649,Content Strategy for Professionals: Managing Content
2650,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions"
2651,The Politics of Skepticism
2652,Learn to Speak Korean 1
2653,Cultural intelligence: Become a global citizen
2654,Strategic Career Self-Management
2655,The Technology of Music Production
2656,The Technology of Music Production
2657,Storytelling and influencing: Communicate with impact
2658,Math behind Moneyball
2659,Web Connectivity and Security in Embedded Systems
2660,Public Health in Humanitarian Crises 1
2661,Best Practices for iOS User Interface Design
2662,"Classification Trees in Python, From Start To Finish"
2663,Sustainability through Soccer: Systems-Thinking in Action
2664,Introduction to Blockchain Technologies
2665,Create basic behavior with C# in Unity
2666,Action-Driven Business Plan: From the �Classroom� to the World
2667,Procurement Negotiation
2668,Population Health: Governance
2669,Open Source Software Development Methods
2670,Understanding Korean Politics
2671,3D CAD Application
2672,Command Line Tools for Genomic Data Science
2673,Healthcare Delivery Providers
2674,Emotion AI: Facial Key-points Detection
2675,Getting Started with Cascading Style Sheet
2677,"Remote Sensing Image Acquisition, Analysis and Applications"
2678,"Algorithms, Part I"
2679,Understanding Memory: Explaining the Psychology of Memory through Movies
2680,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)"
2681,Build local development environments using Docker containers
2683,Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences
2684,After the Arab Spring � Democratic Aspirations and State Failure
2685,Structured Query Language (SQL) using SAS
2686,Introduction to Calculus
2687,The Outcomes and Interventions of Health Informatics
2688,"Data Collection: Online, Telephone and Face-to-face"
2689,Build a mobile app with Google Sheets on Glide and no coding
2690,Machine Learning Rapid Prototyping with IBM Watson Studio
2691,Autodesk Certified Professional: Revit for Structural Design Exam Prep
2692,From the Big Bang to Dark Energy
2693,Getting Started with Go
2694,MOS Transistors
2695,"Networks: Friends, Money, and Bytes"
2696,Clustering Geolocation Data Intelligently in Python
2697,FPGA Softcore Processors and IP Acquisition
2698,Excel Skills for Business: Essentials
2700,The Impact of Technology
2702,Process Mining: Data science in Action
2703,Healthcare Marketplace Capstone
2704,Tools for Data Science
2705,"Extinctions: Past, Present, & Future"
2706,3D Graphics in Android: Sensors and VR
2707,Easing the Transition to GIMP for Photoshop Users
2708,Machine Learning for Data Analysis
2709,Interaction Design Capstone Project
2711,Big Data Modeling and Management Systems
2712,Introduction to Deep Learning & Neural Networks with Keras
2713,"Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention"
2714,Basic Skills in Constructive Communication
2715,Hypothesis-Driven Development
2716,Qualitative Research
2717,Interventions and Calibration
2718,Basic Game Development with Levels using Scratch
2719,Introduction to Chemistry:  Reactions and Ratios
2720,Getting Started with Azure
2721,Pro Tools Basics
2722,Pro Tools Basics
2724,The Language of Design: Form and Meaning
2725,"Journalism, the future, and you!"
2726,Source control management for test automation with Git
2727,Spanish Vocabulary: Careers and Social Events
2728,Create Animation Transitions in Unity (Intro to Animation 2)
2729,Wind resources for renewable energies
2730,Intel� Network Academy - Network Transformation 102
2731,Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital
2732,Anatomy: Human Neuroanatomy
2733,Writing Professional Email and Memos (Project-Centered Course)
2734,Use Canva to Create Social Media Marketing Designs
2736,Genius. Talent. Golden Mediocrity
2737,Basic Statistics
2738,Understanding Violence
2740,Computer Vision - Object Tracking with OpenCV and Python
2741,The Basics of Trauma Surgery
2742,Perform Sentiment Analysis with scikit-learn
2743,Selenium Grid - Running Selenium tests in parallel
2744,Financial Markets and Investment Strategy Capstone
2745,Design and Simulate Smart Home Networks in Packet Tracer
2746,Competitive Strategy and Organization Design Project
2750,Introduction to Meteor.js Development
2751,Introduction to Java Programming: Java Fundamental Concepts
2752,Identifying Patient Populations
2753,Building Similarity Based Recommendation System
2754,Natural Language Processing with Classification and Vector Spaces
2755,Global Financing Solutions  (by EDHEC and Soci�t� G�n�rale)
2756,Selling to Chinese Consumers
2757,"Constructivism and Mathematics, Science, and Technology Education"
2758,What future for education?
2759,Build an E-commerce Dashboard with Figma
2760,An Introduction to Accessibility and Inclusive Design
2761,MRI Fundamentals
2762,Ferrous Technology I
2763,Astronomy: Exploring Time and Space
2764,Introduction to Accessible Web Development
2765,Infonomics I: Business Information Economics and Data Monetization
2766,Computational Thinking for K-12 Educators Capstone
2767,Input Filter Design
2768,Procurement Basics
2769,Management Skills for International Business
2770,Linux Server Management and Security
2771,International Marketing & Cross Industry Growth Capstone Project
2772,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies"
2773,"Fundamentals of Leadership, with Goldman Sachs 10,000 Women"
2774,SAS Macro Language
2775,Music Production Capstone
2776,Sales Operations: Final Project
2777,Managing Your Money: MBA Insights for Undergraduates
2778,Visual Perception and the Brain
2779,Protecting Business Innovations via Copyright
2780,Fundamentals of Fluid Power
2781,Draw and Style Custom Letters with Inkscape
2782,Business Analytics for Decision Making
2783,Introduction to Deep Learning
2784,Studying Cities: Social Science Methods for Urban Research
2785,Data and Health Indicators in Public Health Practice
2786,Systems Biology and Biotechnology Capstone
2787,"Engineering Project Management: Risk, Quality, Teams, and Procurement"
2788,International Business II
2789,"Gender, Family, and Social Change in Contemporary South Korea"
2790,Containerization Using Docker
2792,Increase SEO Traffic with WordPress
2793,The Worldview of Thomas Berry:  The Flourishing of the Earth Community
2794,Hacking Exercise For Health. The surprising new science of fitness.
2795,Building Stock Returns Heatmap with Tableau
2796,Advertising and Society
2797,The Power of Microeconomics: Economic Principles in the Real World
2798,Drug Development
2799,Using clinical health data for better healthcare
2800,Fibonacci Numbers and the Golden Ratio
2801,Control of Nonlinear Spacecraft Attitude Motion
2802,Sensor Manufacturing and Process Control
2803,Strategy Implementation
2804,Introduction to Climate Change and Health
2805,Fundamentals of Scalable Data Science
2806,Introduction to Indoor Air Quality
2807,Bayesian Statistics: Techniques and Models
2808,"Epidemics, Pandemics and Outbreaks"
2809,Machine Learning for Accounting with Python
2810,Powerful Tools for Teaching and Learning: Digital Storytelling
2811,Presentation skills: Speechwriting and Storytelling
2812,Analyze Box Office Data with Seaborn and Python
2813,Genes and the Human Condition (From Behavior to Biotechnology)
2814,Introduction to Clinical Data Science
2815,Jazz Improvisation
2816,Ethical Leadership Through Giving Voice to Values
2817,Industrial Organization: Strategy and Competition in Business
2818,Meaningful Marketing Insights
2819,Understanding Obesity
2820,Strategically Build and Engage Your Network on LinkedIn
2821,Sales Training: Sales Team Management
2822,Large Marine Ecosystems: Assessment and Management
2823,Genomic Data Science and Clustering (Bioinformatics V)
2824,America's Written Constitution
2825,An Introduction to Interactive Programming in Python (Part 1)
2826,Build an App in Android Studio using onTouch
2827,Accounting Data Analytics with Python
2829,Creating an Interactive Story with Flutter
2830,Accounting: Principles of Financial Accounting
2831,Genomic Data Science with Galaxy
2832,Spatial Analysis and Satellite Imagery in a GIS
2834,How to Make Image Editing Selections in GIMP
2835,Getting Started with ASP.NET Core Razor Pages
2836,Querying Databases Using SQL SELECT statement
2837,"Medical Emergencies: Airway, Breathing, and Circulation"
2838,Mediation and Conflict Resolution
2839,Named Entity Recognition using LSTMs with Keras
2840,"Introduction to Blockchain: Benefits, Values and Opportunities"
2841,Computer Simulations
2842,Communicating Data Science Results
2843,Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360
2844,Light Emitting Diodes and Semiconductor Lasers
2845,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course)
2846,Intermediate Pandas Python Library for Data Science
2847,Prepare for the EMT Certification Test
2848,Marketing Strategy Capstone Project
2849,Internet of Things: Setting Up Your DragonBoard� Development Platform
2850,Music's Big Bang: The Genesis of Rock 'n' Roll
2851,Cloud Computing Fundamentals on Alibaba Cloud
2853,RStudio for Six Sigma - Basic Descriptive Statistics
2854,"Managing, Describing, and Analyzing Data"
2855,Physics of silicon solar cells
2856,Traditional herbal medicine in supportive cancer care: From alternative to integrative
2857,Outbreaks and Epidemics
2858,Java Primitive Types to Calculate Expenses
2859,Machine Learning Feature Selection in Python
2860,IT Security: Defense against the digital dark arts
2861,Applications of Everyday Leadership
2862,Introduction to Data Analytics for Business
2863,Intellectual Humility: Practice
2864,LGBTQ Pride: From Origins to Evolution Teach-Out
2865,Using Google Forms for Student Success
2866,Educating Deaf Children: Becoming an Empowered Teacher
2867,Metaliteracy: Empowering Yourself in a Connected World
2868,"Bats, Ducks, and Pandemics: An Introduction to One Health Policy"
2869,Blockchain Basics
2870,Introduction and Programming with IoT Boards
2871,Roman Art and Archaeology
2872,Commercialization of innovation activity results
2874,Converter Control
2875,"The Effect of Fires on People, Property and the Environment"
2876,Character Setup and Animation
2877,Procurement & Sourcing Introduction
2878,International Business Capstone
2879,BMC and Start-up Funding for Early-Stage Start-ups
2880,Six Sigma Principles
2881,Explore stock prices with Spark SQL
2882,Design Thinking for the Greater Good: Innovation in the Social Sector
2886,"Introduction to Self-Determination Theory: An approach to motivation, development and wellness"
2888,Career Success Project
2889,Increase Student Buy in with Google Slides
2890,"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective"
2891,Confronting The Big Questions: Highlights of Modern Astronomy
2892,Introduction to Unit Testing in Jest - The Fundamentals
2893,Manipulating Data with SQL
2894,"Dense Gases, Liquids and Solids"
2895,Automating Team Communication with Google Sheets and Apps Script
2896,"Performing Network, Path, and Text Analyses in SAS Visual Analytics"
2897,Cybersecurity Compliance Framework & System Administration
2898,Cybersecurity Compliance Framework & System Administration
2899,Business Analytics Executive Overview
2900,Exploring Beethoven's Piano Sonatas Part 5
2901,China�s Economic Transformation Part 1: Economic Reform and Growth in China
2902,Relativism
2903,Cross-border road transport in EU law context
2904,Programming Mobile Applications for Android Handheld Systems: Part 1
2905,Understanding Prostate Cancer
2906,Introduction to Financial Markets
2907,Introduction to Breast Cancer
2908,Foundations of International Psychiatry
2909,Linear Regression with NumPy and Python
2910,Applying Data Analytics in Marketing
2911,Just Reading and Writing English 2
2912,Gender and Sexuality: Diversity and Inclusion in the Workplace
2913,Effective Communication in the Globalised Workplace - The Capstone
2914,Google Cloud Product Fundamentals
2915,AWS Fundamentals: Building Serverless Applications
2916,Engineering Health: Introduction to Yoga and Physiology
2917,IBM Customer Engagement Specialist Professional Certificate
2918,Time Value of Money
2919,Building Data Visualization Tools
2920,"GIS Data Formats, Design and Quality"
2921,Create Your First Automation Script Using Selenium and Java
2922,Verb Tenses and Passives
2923,Git for Developers Using Github
2924,Machine Learning: Regression
2925,Capstone: Analyzing (Social) Network Data
2926,Schizophrenia
2927,Relationship Management
2928,Tools for Data Science
2929,Business Russian Communication. Part 2
2931,"Support Vector Machines in Python, From Start to Finish"
2932,Predicting House Prices with Regression using TensorFlow
2933,Guitar Scales and Chord Progressions
2934,"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women"
2935,How to Design a Space-Saving Table Using SketchUp
2936,Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations
2937,Just Reading and Writing English 1
2938,Python and Statistics for Financial Analysis
2939,Build Your Portfolio Website with HTML and CSS
2940,GIS Data Acquisition and Map Design
2941,Collaborative Robot Safety: Design & Deployment
2942,Foundations of Teaching for Learning: Planning for Teaching and Learning
2943,Set up Google Analytics for a single page website
2944,Capstone:  Create Value from Open Data
2945,Investment Risk Management
2946,AI Workflow: AI in Production
2947,Cryptography
2948,Quick resumeCreator with JavaScript
2949,Particle Dynamics
2950,Quantitative Formal Modeling and Worst-Case Performance Analysis
2951,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion
2952,Creating and Developing a Tech Startup
2953,Writing and Editing: Drafting
2955,Music Business Foundations
2956,Introduction to Neuroeconomics: How the Brain Makes Decisions
2957,Instructional Methods in Health Professions Education
2958,Preparing for Graduate Study in the U.S.: A course for international students
2959,Presentation skills: Designing Presentation Slides
2960,Foundations of Teaching for Learning: Being a Professional
2961,Applied Social Network Analysis in Python
2962,Investment Strategies and Portfolio Analysis
2963,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python"
2964,Discover Best Practice Farming for a Sustainable 2050
2965,Qualitative Data Analysis with MAXQDA Software
2967,Global sustainability and corporate social responsibility: Be sustainable
2968,A Voice of Their Own. Women's Spirituality in the Middle Ages.
2969,AIDS: Fear and Hope
2970,Personal & Family Financial Planning
2971,Support Vector Machine Classification in Python
2972,Continuous Delivery & DevOps
2973,Innovative Governance of Large Urban Systems
2974,"International Travel Preparation, Safety, & Wellness"
2976,Precalculus: Relations and Functions
2977,Understanding Terrorism and the Terrorist Threat
2978,Risk in Modern Society
2979,"The Modern World, Part Two: Global History since 1910"
2980,Character Design for Video Games
2981,The History of Modern Israel � Part I: From an Idea to a State
